,ac_code_icao,n_eng,e_type,wake,engine_bada,manual_file,engine_id,engine_database,combustor_description,eng_type,bp_ratio,press_ratio,rated_output,to_hc,co_hc,app_hc,idle_hc,lto_hc,to_co,co_co,app_co,idle_co,lto_co,to_nox,co_nox,app_nox,idle_nox,lto_nox,to_sn,co_sn,app_sn,idle_sn,max_sn,fuel_spec,to_fflow,co_fflow,app_fflow,idle_fflow,lto_fuel,amb_baro,amb_temp,humidity,manufacturer,source,synonyms,power,to_pm,co_pm,app_pm,idle_pm,valid
1028,PA36,1,Piston,L,O-320-D3G,P28A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1029,PA38,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1030,PA44,2,Piston,L,O-360-A1H6,PA44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1031,PA46,1,Piston,L,TIO-540-AE2A,PA46,P121,TIO-540-J2B2,,,,,,12.36,16.63,13.38,68.08,,1442.1,1470.9,1261.6,1293.7,,0.36,0.24,1.39,0.39,,,,,,,,0.0327,0.0258,0.0125,0.0032,,,,,,faeed165,TIO-540-...,350,0.1,0.07,0.04,0.05,TRUE
1032,PA47,2,Jet,L,PW615F,C510,1PW035,JT15D-1 series,,TF,3.3,9.76,9.79,0.01,0.01,4.43,50.5,1866,2.65,3.5,40.5,132,5306,7.6,6.77,3.44,1.75,263,15,,,,15,Jet A-1,0.148,0.124,0.051,0.023,71,100.526,290,0.0079,Pratt & Whitney (Canada),icao,,,,,,,TRUE
1033,PACE,1,Piston,L,TIO-540-AK1A,C82S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1034,PAT4,2,Turboprop,L,PT6A-11,PAY1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1035,PAY1,2,Turboprop,L,PT6A-11,PAY1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1036,PAY2,2,Turboprop,L,PT6A-135,PAY2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1037,PAY3,2,Turboprop,L,PT6A-41,PAY3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1038,PAY4,2,Turboprop,L,PT6A-66,P180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1039,PC12,1,Turboprop,L,PT6A-67B,PC12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1040,PC21,1,Turboprop,L,PT6A-68,TEX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1041,PC24,2,Jet,M,JT15D-5A,C560,1PW038,JT15D-5C,,TF,2.1,13.3,14.19,0,0.67,16,96.67,4439,2.52,4.18,49.24,124.6,6288,9.93,9.79,5.23,1.08,454,17.1,15.1,,,17.1,Jet A-1,0.2151,0.1802,0.0678,0.0276,92,101.7,300,0.01,Pratt & Whitney (Canada),icao,,,,,,,TRUE
1042,PC6P,2,Piston,L,TAE 120-01 Centurion,DA42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1043,PC6T,1,Turboprop,L,PT6A-34,KODI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1044,PC7,1,Turboprop,L,PT6A-68,TEX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1045,PC9,1,Turboprop,L,PT6A-68,TEX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1046,PELI,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1047,PETL,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1048,PETR,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1049,PIAE,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1050,PIAT,1,Piston,L,IO-540-AB1A5,C182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1051,PICO,1,Piston,L,AE300 E4-A,DA40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1052,PINO,1,Piston,L,IO-540-C4D5D,TB20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1053,PIPA,1,Piston,L,TSIO-550-G,M20T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1054,PISI,1,Piston,L,Rotax 912 S3,DIMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1055,PIT4,1,Piston,L,O-320-D3G,P28A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1056,PITA,1,Piston,L,Stamo MS 1500,SF25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1057,PITE,1,Piston,L,Stamo MS 1500,SF25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1058,PIVI,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1059,PL12,1,Piston,L,TIO-540-AJ1A,T206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1060,PL2,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1061,PL4,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1062,PNR2,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1063,PNR3,1,Piston,L,TSIO-360-FB,P28U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1064,PNR4,1,Piston,L,TIO-540-AK1A,C82S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1065,PO2,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1066,PO60,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1067,PP3,1,Piston,L,IO-540-AB1A5,C182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1068,PREN,1,Piston,L,IO-540-AB1A5,C182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1069,PRIM,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1070,PRM1,2,Jet,L,FJ44-2A,PRM1,1PW036,JT15D-4 series,,TF,2.68,10.1,11.12,0.09,0.19,5.15,40,1706,2.1,3.18,32,97,4478,9.23,8.56,5.29,2.63,409,14.1,,,,14.1,Jet A-1,0.1697,0.143,0.059,0.0261,81,103.146,257,0.0015,Pratt & Whitney (Canada),icao,,,,,,,TRUE
1071,PROC,1,Piston,L,IO-360-L2A,C172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1072,PROT,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1073,PRXT,1,Turboprop,L,PT6A-34,KODI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1074,PT22,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1075,PT70,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1076,PT80,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1077,PTMS,1,Piston,L,AEIO-540-L1B5,E300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1078,PTS1,1,Piston,L,IO-360-C1C6,P28R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1079,PTS2,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1080,PTSS,1,Piston,L,AEIO-540-L1B5,E300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1081,PULR,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1082,PULS,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1083,PUP,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1084,PZ01,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1085,PZ04,1,Piston,L,IO-360-L2A,C172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1086,PZ06,1,Piston,L,IO-520-D,C188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1087,PZ12,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1088,PZ3T,2,Turboprop,L,PT6A-41,PAY3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1089,PZ4M,1,Piston,L,O-320-D3G,P28A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1090,PZ6T,1,Piston,L,IO-520-D,C188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1091,Q01,2,Piston,L,TSIO-520-E,C402,PF07,TSIO-520-WB,,,,,,15.8,13.9,12.1,8.2,,1018,1153,1299,462,,2.96,2.09,1.17,3.54,,,,,,,,0.027,0.023,0.014,0.0061,,,,,,foca,TSIO-520,325,0.1,0.07,0.04,0.05,TRUE
1092,Q1,1,Piston,L,Stamo MS 1500,SF25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1093,Q2,1,Piston,L,Sachs SF-350,Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1094,Q4,1,Jet,M,AE 3007H,Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1095,Q9,1,Turboprop,L,TPE331-10YGD,Q9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1096,R100,1,Piston,L,AE300 E4-A,DA40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1097,R109,1,Piston,L,AEIO-540-L1B5,E300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1098,R11,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1099,R135,4,Jet,H,JT4A-9,B703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1100,R200,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1101,R300,1,Piston,L,IO-360-L2A,C172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1102,R721,2,Jet,M,JT8D-219,MD83,4PW071,JT8D-219,Environmental Kit (E_Kit),MTF,1.7,20.27,96.52,0,0,0,0,0,0.42,0.46,3.57,17.19,4021,18.72,13.73,7.65,4.16,4604,6.9,4.4,1.5,0,6.9,Jet A,1.354,1.085,0.3817,0.1344,501,98.8-103.1,271 - 281,.0009 - .0047,Pratt & Whitney,icao,,,,,,,TRUE
1103,R722,3,Jet,M,JT8D-15,B722,4PW070,JT8D-217C,Environmental Kit (E_Kit),MTF,1.7,19.05,92.74,0,0,0,0,0,0.42,0.49,3.79,17.89,4244,16.49,13.02,7.65,4.05,4216,6.1,4,1.5,0,6.1,Jet A,1.282,1.045,0.363,0.137,493,98.8-103.1,271 - 281,.0009 - .0047,Pratt & Whitney,icao,,,,,,,TRUE
1104,R90F,1,Piston,L,AE300 E4-A,DA40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1105,R90R,1,Piston,L,AE300 E4-A,DA40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1106,R90T,1,Turboprop,L,M250-B17F/2,E500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1107,RALL,1,Piston,L,O-320-D3G,P28A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1108,RANG,1,Piston,L,TIO-540-AB1AD,TB21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1109,RAV5,1,Piston,L,IO-550-B,BE36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1110,RBEL,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1111,RC3,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1112,RC70,2,Piston,L,TIO-540-A2C,PA31,PF01,IO-550-B,,,,,,12.65,12.32,11.52,42.62,,826.59,795.04,1064.62,1163.39,,6.64,7.31,2.7,0.52,,,,,,,,0.0182,0.018,0.0098,0.0038,,,,,,foca,IO-550,300,0.1,0.07,0.04,0.05,TRUE
1113,RD20,1,Piston,L,AEIO-540-L1B5,E300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1114,RENE,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1115,RF10,1,Piston,L,Rotax 912 S3,DIMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1116,RF3,1,Piston,L,IO-540-AB1A5,C182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1117,RF4,1,Piston,L,IO-540-AB1A5,C182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1118,RF5,1,Piston,L,Rotax 912 S3,DIMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1119,RF6,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1120,RFAL,1,Jet,M,F100-PW-229,F16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1121,RJ1H,4,Jet,M,LF 507-1F,RJ1H,1TL004,"LF507-1F, -1H ",,TF,5.1,13,31,0.01,0.01,0.12,4.72,337,0.2,0.3,4.43,37.83,2803,14.52,12.02,6.39,3.28,1086,10.3,10.2,6.9,6.8,10.6,0.81,0.3578,0.2961,0.1083,0.0453,151,101.3-102.4,276 - 280,0.0023-0.0038,Textron Lycoming,icao,,,,,,,TRUE
1122,RJ70,4,Jet,M,LF 507-1F,RJ85,1TL004,"LF507-1F, -1H ",,TF,5.1,13,31,0.01,0.01,0.12,4.72,337,0.2,0.3,4.43,37.83,2803,14.52,12.02,6.39,3.28,1086,10.3,10.2,6.9,6.8,10.6,0.81,0.3578,0.2961,0.1083,0.0453,151,101.3-102.4,276 - 280,0.0023-0.0038,Textron Lycoming,icao,,,,,,,TRUE
1123,RJ85,4,Jet,M,LF 507-1F,RJ85,1TL004,"LF507-1F, -1H ",,TF,5.1,13,31,0.01,0.01,0.12,4.72,337,0.2,0.3,4.43,37.83,2803,14.52,12.02,6.39,3.28,1086,10.3,10.2,6.9,6.8,10.6,0.81,0.3578,0.2961,0.1083,0.0453,151,101.3-102.4,276 - 280,0.0023-0.0038,Textron Lycoming,icao,,,,,,,TRUE
1124,RODS,1,Piston,L,TIO-540-AB1AD,TB21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1125,RS18,1,Piston,L,IO-540-AB1A5,C182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1126,RS20,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1127,RV10,1,Piston,L,IO-540-C4D5D,TB20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1128,RV12,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1129,RV14,1,Piston,L,IO-360-C1C6,P28T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1130,RV3,1,Piston,L,TIO-540-AB1AD,TB21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1131,RV4,1,Piston,L,IO-360-C1C6,P28T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1132,RV6,1,Piston,L,AEIO-540-L1B5,E300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1133,RV7,1,Piston,L,TIO-540-AB1AD,TB21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1134,RV8,1,Piston,L,TIO-540-AB1AD,TB21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1135,RV9,1,Piston,L,IO-360-C1C6,P28T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1136,RYSA,2,Turboprop,L,M601E,L410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1137,S05F,1,Piston,L,AE300 E4-A,DA40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1138,S05R,1,Piston,L,IO-540-AB1A5,C182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1139,S1,1,Piston,L,IO-540-AB1A5,C182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1140,S10,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1141,S108,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1142,S10S,1,Piston,L,Rotax 912 S3,DIMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1143,S12,1,Piston,L,IO-360-L2A,C172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1144,S122,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1145,S12S,1,Piston,L,Rotax 912 S3,DIMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1146,S15S,1,Piston,L,Rotax 912 S3,DIMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1147,S15U,1,Piston,L,Rotax 912 S3,DIMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1148,S200,2,Jet,L,PW610F-A,EA50,1PW035,JT15D-1 series,,TF,3.3,9.76,9.79,0.01,0.01,4.43,50.5,1866,2.65,3.5,40.5,132,5306,7.6,6.77,3.44,1.75,263,15,,,,15,Jet A-1,0.148,0.124,0.051,0.023,71,100.526,290,0.0079,Pratt & Whitney (Canada),icao,,,,,,,TRUE
1149,S208,1,Piston,L,IO-540-AB1A5,C182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1150,S210,2,Jet,M,PW1919G,E290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1151,S211,1,Jet,L,AI-25TL,L39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1152,S223,1,Piston,L,O-320-D3G,P28A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1153,S22T,1,Piston,L,TSIO-550-K,S22T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1154,S2P,2,Piston,M,R-1820-82A,S2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1155,S2T,2,Turboprop,M,TPE331-12 UAR,JS41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1156,S3,2,Jet,M,TF34-GE-100,A10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1157,S32E,1,Piston,L,Rotax 912 S3,DIMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1158,S32M,1,Piston,L,Rotax 912 S3,DIMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1159,S38,1,Piston,L,IO-520-D,C188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1160,S450,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1161,S6,1,Piston,L,Rotax 912 S3,DIMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1162,S601,2,Jet,L,FJ44-1AP,C525,1PW035,JT15D-1 series,,TF,3.3,9.76,9.79,0.01,0.01,4.43,50.5,1866,2.65,3.5,40.5,132,5306,7.6,6.77,3.44,1.75,263,15,,,,15,Jet A-1,0.148,0.124,0.051,0.023,71,100.526,290,0.0079,Pratt & Whitney (Canada),icao,,,,,,,TRUE
1163,SA02,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1164,SA20,1,Piston,L,IO-520-D,C188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1165,SA30,1,Piston,L,TIO-540-AB1AD,TB21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1166,SA37,1,Piston,L,Rotax 912 S3,DIMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1167,SA50,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1168,SAM,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1169,SASH,1,Piston,L,TIO-540-AJ1A,T206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1170,SASP,1,Piston,L,IO-360-C1C6,P28T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1171,SATA,1,Jet,L,AI-25TL,L39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1172,SAVA,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1173,SAVG,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1174,SB05,1,Jet,L,AI-25TL,L39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1175,SB20,2,Turboprop,M,AE 2100A,SB20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1176,SB29,2,Jet,M,Larzac 04-C5,AJET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1177,SB32,2,Jet,M,Larzac 04-C5,AJET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1178,SB35,1,Jet,M,F100-PW-229,F16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1179,SB37,1,Jet,M,F100-PW-229,F16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1180,SB39,1,Jet,M,F100-PW-229,F16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1181,SB7,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1182,SB91,1,Piston,L,TSIO-360-FB,P28U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
